method,method_family,filter_variant,dataset,source_model,scenario,condition,method_filter,method_condition,backward_result_file,average_scope,direction,result_file,evaluation,k,query_unit,queries_total,queries_with_gold,queries_without_gold,candidate_queries_total,candidate_queries_with_gold,candidate_queries_without_gold,requirements_total,requirements_with_gold,gold_links_total,gold_candidates_total,hits_total,hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,VSM Strict,VSM | Focus-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,23,0.1554054054054054,0.1554054054054054,0.13513513513513514,0.14189189189189189,0.1554054054054054,0.1554054054054054
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,actions_with_linked_widget,10,gui_candidate,255,201,54,255,201,54,255,201,259,259,92,0.3283582089552239,0.04577114427860697,0.3283582089552239,0.07553143374038897,0.24755981994787968,0.2449656479507226
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,combined_actions_and_linked_widgets,10,gui_candidate,559,271,288,559,271,288,559,271,357,357,145,0.35793357933579334,0.05350553505535055,0.35608856088560886,0.08626858995862687,0.2698515199437709,0.26640748550342647
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,combined_actions_and_widgets,10,gui_candidate,609,337,272,609,337,272,609,337,429,429,158,0.32047477744807124,0.04688427299703264,0.3189910979228487,0.07620717561370381,0.24370849229899674,0.240938957185248
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,widgets_all_resolved,10,gui_candidate,354,133,221,354,133,221,354,133,157,157,53,0.2932330827067669,0.03984962406015038,0.2894736842105263,0.06630211893369788,0.22764052989616898,0.22650375939849623
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,widgets_functional_resolved,10,gui_candidate,352,128,224,352,128,224,352,128,150,150,49,0.2890625,0.03828125,0.28515625,0.06368371212121213,0.22546502976190477,0.22493489583333334
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,widgets_linked_resolved,10,gui_candidate,304,67,237,304,67,237,304,67,85,85,40,0.417910447761194,0.05970149253731343,0.41044776119402987,0.09724106739032112,0.3175550817341862,0.31529850746268656
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_all,1,gui_candidate,183,164,19,183,164,19,183,164,200,200,59,0.3597560975609756,0.3597560975609756,0.3231707317073171,0.3353658536585366,0.3597560975609756,0.3597560975609756
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_orphan,1,gui_candidate,109,0,109,109,0,109,109,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_with_linked_widget,1,gui_candidate,183,164,19,183,164,19,183,164,200,200,59,0.3597560975609756,0.3597560975609756,0.3231707317073171,0.3353658536585366,0.3597560975609756,0.3597560975609756
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_linked_widgets,1,gui_candidate,724,218,506,724,218,506,724,218,270,270,75,0.3440366972477064,0.3440366972477064,0.3119266055045872,0.3226299694189602,0.3440366972477064,0.3440366972477064
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_widgets,1,gui_candidate,748,305,443,748,305,443,748,305,367,367,110,0.36065573770491804,0.36065573770491804,0.33278688524590166,0.34207650273224044,0.36065573770491804,0.36065573770491804
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_all_resolved,1,gui_candidate,565,141,424,565,141,424,565,141,167,167,51,0.3617021276595745,0.3617021276595745,0.34397163120567376,0.34988179669030733,0.3617021276595745,0.3617021276595745
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_functional_resolved,1,gui_candidate,563,128,435,563,128,435,563,128,143,143,50,0.390625,0.390625,0.37109375,0.3776041666666667,0.390625,0.390625
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_linked_resolved,1,gui_candidate,541,54,487,541,54,487,541,54,70,70,16,0.2962962962962963,0.2962962962962963,0.2777777777777778,0.2839506172839506,0.2962962962962963,0.2962962962962963
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_all,3,gui_candidate,183,164,19,183,164,19,183,164,200,200,78,0.42073170731707316,0.15853658536585366,0.39532520325203246,0.2209349593495935,0.369579945799458,0.38414634146341464
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_orphan,3,gui_candidate,109,0,109,109,0,109,109,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_with_linked_widget,3,gui_candidate,183,164,19,183,164,19,183,164,200,200,78,0.42073170731707316,0.15853658536585366,0.39532520325203246,0.2209349593495935,0.369579945799458,0.38414634146341464
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_linked_widgets,3,gui_candidate,724,218,506,724,218,506,724,218,270,270,104,0.42660550458715596,0.15902140672782875,0.3930428134556575,0.2195827872433377,0.36123853211009177,0.3799694189602446
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_widgets,3,gui_candidate,748,305,443,748,305,443,748,305,367,367,140,0.42295081967213116,0.15300546448087432,0.3936690085870414,0.2146526151444184,0.369672131147541,0.3879781420765027
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_all_resolved,3,gui_candidate,565,141,424,565,141,424,565,141,167,167,62,0.425531914893617,0.14657210401891252,0.39174265450861195,0.2073454913880446,0.36977935382190696,0.39243498817966904
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_functional_resolved,3,gui_candidate,563,128,435,563,128,435,563,128,143,143,55,0.4296875,0.14322916666666666,0.404296875,0.20926339285714285,0.3862847222222222,0.4075520833333333
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_linked_resolved,3,gui_candidate,541,54,487,541,54,487,541,54,70,70,26,0.4444444444444444,0.16049382716049382,0.3861111111111111,0.2154761904761905,0.3359053497942387,0.3672839506172839
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_all,5,gui_candidate,183,164,19,183,164,19,183,164,200,200,89,0.4634146341463415,0.10853658536585366,0.44613821138211385,0.17073170731707318,0.3830962059620596,0.3935975609756097
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_orphan,5,gui_candidate,109,0,109,109,0,109,109,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_with_linked_widget,5,gui_candidate,183,164,19,183,164,19,183,164,200,200,89,0.4634146341463415,0.10853658536585366,0.44613821138211385,0.17073170731707318,0.3830962059620596,0.3935975609756097
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_linked_widgets,5,gui_candidate,724,218,506,724,218,506,724,218,270,270,121,0.47706422018348627,0.11100917431192661,0.45168195718654436,0.17303043541575652,0.37556320081549444,0.39143730886850153
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_widgets,5,gui_candidate,748,305,443,748,305,443,748,305,367,367,157,0.45901639344262296,0.10295081967213116,0.4353942232630757,0.16222222222222224,0.3799107468123862,0.39617486338797814
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_all_resolved,5,gui_candidate,565,141,424,565,141,424,565,141,167,167,68,0.45390070921985815,0.09645390070921987,0.4228976697061803,0.15232466509062256,0.37620567375886527,0.3991725768321513
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_functional_resolved,5,gui_candidate,563,128,435,563,128,435,563,128,143,143,58,0.4453125,0.09062500000000001,0.421875,0.1474454365079365,0.39036458333333335,0.41106770833333334
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_linked_resolved,5,gui_candidate,541,54,487,541,54,487,541,54,70,70,32,0.5185185185185185,0.11851851851851852,0.46851851851851856,0.1800117577895356,0.3526851851851852,0.3848765432098766
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_all,10,gui_candidate,183,164,19,183,164,19,183,164,200,200,90,0.4695121951219512,0.054878048780487805,0.4522357723577236,0.09647364830291659,0.3837737127371274,0.3942750677506775
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_orphan,10,gui_candidate,109,0,109,109,0,109,109,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_with_linked_widget,10,gui_candidate,183,164,19,183,164,19,183,164,200,200,90,0.4695121951219512,0.054878048780487805,0.4522357723577236,0.09647364830291659,0.3837737127371274,0.3942750677506775
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_linked_widgets,10,gui_candidate,724,218,506,724,218,506,724,218,270,270,126,0.481651376146789,0.05779816513761468,0.4599388379204893,0.10018681624186213,0.3776893111984855,0.391946992864424
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_widgets,10,gui_candidate,748,305,443,748,305,443,748,305,367,367,162,0.46229508196721314,0.05311475409836065,0.4411085089773615,0.09271469128749747,0.3810057246942493,0.3965391621129326
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_all_resolved,10,gui_candidate,565,141,424,565,141,424,565,141,167,167,72,0.45390070921985815,0.05106382978723405,0.42816616008105374,0.08834257107098159,0.3777862208713273,0.3991725768321513
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_functional_resolved,10,gui_candidate,563,128,435,563,128,435,563,128,143,143,58,0.4453125,0.045312500000000006,0.421875,0.08118574134199134,0.39036458333333335,0.41106770833333334
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_linked_resolved,10,gui_candidate,541,54,487,541,54,487,541,54,70,70,36,0.5185185185185185,0.06666666666666667,0.48333333333333334,0.11146384479717814,0.35921075837742505,0.3848765432098766
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_all,1,gui_candidate,273,214,59,273,214,59,273,214,262,262,63,0.29439252336448596,0.29439252336448596,0.2803738317757009,0.28411214953271025,0.29439252336448596,0.29439252336448596
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_orphan,1,gui_candidate,173,2,171,173,2,171,173,2,2,2,1,0.5,0.5,0.5,0.5,0.5,0.5
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_with_linked_widget,1,gui_candidate,273,213,60,273,213,60,273,213,261,261,62,0.29107981220657275,0.29107981220657275,0.27699530516431925,0.28075117370892017,0.29107981220657275,0.29107981220657275
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,combined_actions_and_linked_widgets,1,gui_candidate,761,290,471,761,290,471,761,290,354,354,88,0.30344827586206896,0.30344827586206896,0.28879310344827586,0.2926436781609195,0.30344827586206896,0.30344827586206896
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,combined_actions_and_widgets,1,gui_candidate,787,368,419,787,368,419,787,368,447,447,114,0.30978260869565216,0.30978260869565216,0.29085144927536233,0.29556159420289857,0.30978260869565216,0.30978260869565216
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,widgets_all_resolved,1,gui_candidate,514,154,360,514,154,360,514,154,185,185,51,0.33116883116883117,0.33116883116883117,0.3054112554112554,0.3114718614718615,0.33116883116883117,0.33116883116883117
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,widgets_functional_resolved,1,gui_candidate,511,148,363,511,148,363,511,148,171,171,50,0.33783783783783783,0.33783783783783783,0.3164414414414415,0.32184684684684683,0.33783783783783783,0.33783783783783783
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,widgets_linked_resolved,1,gui_candidate,488,76,412,488,76,412,488,76,92,92,25,0.32894736842105265,0.32894736842105265,0.3125,0.31666666666666665,0.32894736842105265,0.32894736842105265
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_all,3,gui_candidate,273,214,59,273,214,59,273,214,262,262,97,0.411214953271028,0.15109034267912771,0.397196261682243,0.21481975967957279,0.3352803738317757,0.3450155763239875
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_orphan,3,gui_candidate,173,2,171,173,2,171,173,2,2,2,1,0.5,0.16666666666666666,0.5,0.25,0.5,0.5
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_with_linked_widget,3,gui_candidate,273,213,60,273,213,60,273,213,261,261,96,0.4084507042253521,0.15023474178403756,0.39436619718309857,0.21348088531187123,0.33215962441314556,0.34194053208137715
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,combined_actions_and_linked_widgets,3,gui_candidate,761,290,471,761,290,471,761,290,354,354,131,0.4206896551724138,0.15057471264367817,0.4017241379310345,0.21497536945812806,0.34032567049808427,0.3528735632183908
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,combined_actions_and_widgets,3,gui_candidate,787,368,419,787,368,419,787,368,447,447,159,0.40217391304347827,0.14402173913043478,0.3837862318840579,0.20509834368530022,0.3350694444444445,0.3491847826086957
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,widgets_all_resolved,3,gui_candidate,514,154,360,514,154,360,514,154,185,185,62,0.38961038961038963,0.13419913419913418,0.36515151515151517,0.19158936301793444,0.3347763347763348,0.35497835497835495
