method,method_family,filter_variant,dataset,source_model,scenario,condition,method_filter,method_condition,backward_result_file,average_scope,direction,result_file,evaluation,k,query_unit,queries_total,queries_with_gold,queries_without_gold,candidate_queries_total,candidate_queries_with_gold,candidate_queries_without_gold,requirements_total,requirements_with_gold,gold_links_total,gold_candidates_total,hits_total,hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,VSM Strict,VSM | Focus-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,23,0.14935064935064934,0.14935064935064934,0.12987012987012986,0.13636363636363635,0.14935064935064934,0.14935064935064934
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,actions_with_linked_widget,10,gui_candidate,255,201,54,255,201,54,255,201,259,259,92,0.25882352941176473,0.03607843137254902,0.25882352941176473,0.05953654188948306,0.19513538748832868,0.1930905695611578
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,combined_actions_and_linked_widgets,10,gui_candidate,559,271,288,559,271,288,559,271,357,357,145,0.1735241502683363,0.0259391771019678,0.17262969588550983,0.04182251856670462,0.13082247210154188,0.12915282392026578
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,combined_actions_and_widgets,10,gui_candidate,609,337,272,609,337,272,609,337,429,429,158,0.17733990147783252,0.02594417077175698,0.17651888341543515,0.04217047320495597,0.13486003596841037,0.13332746891860192
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,widgets_all_resolved,10,gui_candidate,354,133,221,354,133,221,354,133,157,157,53,0.11016949152542373,0.014971751412429377,0.10875706214689265,0.024910118130457112,0.08552596179714823,0.08509887005649718
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,widgets_functional_resolved,10,gui_candidate,352,128,224,352,128,224,352,128,150,150,49,0.10511363636363637,0.013920454545454547,0.10369318181818182,0.02315771349862259,0.08198728354978356,0.08179450757575758
VSM,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,VSM Strict,VSM | Focus-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Focus_Gemma3.json,widgets_linked_resolved,10,gui_candidate,304,67,237,304,67,237,304,67,85,85,40,0.09210526315789473,0.013157894736842105,0.09046052631578948,0.02143141945773525,0.0699874686716792,0.06949013157894737
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_all,1,gui_candidate,183,164,19,183,164,19,183,164,200,200,59,0.3224043715846995,0.3224043715846995,0.2896174863387978,0.3005464480874317,0.3224043715846995,0.3224043715846995
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_orphan,1,gui_candidate,109,0,109,109,0,109,109,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_with_linked_widget,1,gui_candidate,183,164,19,183,164,19,183,164,200,200,59,0.3224043715846995,0.3224043715846995,0.2896174863387978,0.3005464480874317,0.3224043715846995,0.3224043715846995
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_linked_widgets,1,gui_candidate,724,218,506,724,218,506,724,218,270,270,75,0.10359116022099447,0.10359116022099447,0.09392265193370165,0.09714548802946592,0.10359116022099447,0.10359116022099447
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_widgets,1,gui_candidate,748,305,443,748,305,443,748,305,367,367,110,0.14705882352941177,0.14705882352941177,0.1356951871657754,0.13948306595365417,0.14705882352941177,0.14705882352941177
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_all_resolved,1,gui_candidate,565,141,424,565,141,424,565,141,167,167,51,0.09026548672566372,0.09026548672566372,0.08584070796460178,0.08731563421828908,0.09026548672566372,0.09026548672566372
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_functional_resolved,1,gui_candidate,563,128,435,563,128,435,563,128,143,143,50,0.08880994671403197,0.08880994671403197,0.08436944937833037,0.08584961515689758,0.08880994671403197,0.08880994671403197
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_linked_resolved,1,gui_candidate,541,54,487,541,54,487,541,54,70,70,16,0.029574861367837338,0.029574861367837338,0.027726432532347505,0.028342575477510783,0.029574861367837338,0.029574861367837338
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_all,3,gui_candidate,183,164,19,183,164,19,183,164,200,200,78,0.3770491803278688,0.14207650273224043,0.3542805100182149,0.19799635701275045,0.33120825743776566,0.3442622950819672
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_orphan,3,gui_candidate,109,0,109,109,0,109,109,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_with_linked_widget,3,gui_candidate,183,164,19,183,164,19,183,164,200,200,78,0.3770491803278688,0.14207650273224043,0.3542805100182149,0.19799635701275045,0.33120825743776566,0.3442622950819672
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_linked_widgets,3,gui_candidate,724,218,506,724,218,506,724,218,270,270,104,0.12845303867403315,0.04788213627992633,0.11834714548802946,0.06611746908708235,0.1087707182320442,0.11441068139963168
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_widgets,3,gui_candidate,748,305,443,748,305,443,748,305,367,367,140,0.17245989304812834,0.062388591800356503,0.1605201171377642,0.08752546473134708,0.15073529411764705,0.15819964349376114
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_all_resolved,3,gui_candidate,565,141,424,565,141,424,565,141,167,167,62,0.10619469026548672,0.03657817109144542,0.09776232616940582,0.05174462705436157,0.09228121927236971,0.09793510324483776
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_functional_resolved,3,gui_candidate,563,128,435,563,128,435,563,128,143,143,55,0.09769094138543517,0.03256364712847839,0.09191829484902309,0.04757675716823141,0.0878231695283205,0.09265837773830668
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_linked_resolved,3,gui_candidate,541,54,487,541,54,487,541,54,70,70,26,0.04436229205175601,0.016019716574245224,0.038539741219963036,0.021507789807235278,0.03352844526596837,0.03666050523721503
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_all,5,gui_candidate,183,164,19,183,164,19,183,164,200,200,89,0.41530054644808745,0.09726775956284153,0.3998178506375228,0.15300546448087435,0.3433211900425015,0.35273224043715845
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_orphan,5,gui_candidate,109,0,109,109,0,109,109,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_with_linked_widget,5,gui_candidate,183,164,19,183,164,19,183,164,200,200,89,0.41530054644808745,0.09726775956284153,0.3998178506375228,0.15300546448087435,0.3433211900425015,0.35273224043715845
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_linked_widgets,5,gui_candidate,724,218,506,724,218,506,724,218,270,270,121,0.143646408839779,0.03342541436464089,0.1360036832412523,0.052100324476015085,0.1130839472068754,0.11786372007366482
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_widgets,5,gui_candidate,748,305,443,748,305,443,748,305,367,367,157,0.18716577540106952,0.041978609625668455,0.1775337407690349,0.06614676173499703,0.15491013071895426,0.16154188948306594
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_all_resolved,5,gui_candidate,565,141,424,565,141,424,565,141,167,167,68,0.11327433628318584,0.024070796460176992,0.10553729456384323,0.03801376597836775,0.0938849557522124,0.0996165191740413
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_functional_resolved,5,gui_candidate,563,128,435,563,128,435,563,128,143,143,58,0.10124333925399645,0.02060390763765542,0.09591474245115453,0.03352223068031238,0.08875074008288929,0.09345766725873297
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_linked_resolved,5,gui_candidate,541,54,487,541,54,487,541,54,70,70,32,0.051756007393715345,0.011829944547134937,0.046765249537892795,0.01796790188657102,0.035203327171903886,0.03841651263093038
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_all,10,gui_candidate,183,164,19,183,164,19,183,164,200,200,90,0.4207650273224044,0.04918032786885246,0.40528233151183973,0.08645725858840612,0.3439283545840923,0.3533394049787492
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_orphan,10,gui_candidate,109,0,109,109,0,109,109,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,actions_with_linked_widget,10,gui_candidate,183,164,19,183,164,19,183,164,200,200,90,0.4207650273224044,0.04918032786885246,0.40528233151183973,0.08645725858840612,0.3439283545840923,0.3533394049787492
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_linked_widgets,10,gui_candidate,724,218,506,724,218,506,724,218,270,270,126,0.14502762430939226,0.017403314917127075,0.13848987108655617,0.030166748536914284,0.11372412961501359,0.11801718845917741
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,combined_actions_and_widgets,10,gui_candidate,748,305,443,748,305,443,748,305,367,367,162,0.18850267379679145,0.021657754010695186,0.17986376368729312,0.037804787222843216,0.15535661234190645,0.1616904337492573
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_all_resolved,10,gui_candidate,565,141,424,565,141,424,565,141,167,167,72,0.11327433628318584,0.012743362831858408,0.10685208596713022,0.02204655313452815,0.09427939317319849,0.0996165191740413
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_functional_resolved,10,gui_candidate,563,128,435,563,128,435,563,128,143,143,58,0.10124333925399645,0.01030195381882771,0.09591474245115453,0.01845785948805487,0.08875074008288929,0.09345766725873297
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,VSM Strict,VSM | LLMReq-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_GPT5.json,widgets_linked_resolved,10,gui_candidate,541,54,487,541,54,487,541,54,70,70,36,0.051756007393715345,0.006654343807763401,0.04824399260628466,0.011125781181234046,0.03585467828536221,0.03841651263093038
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_all,1,gui_candidate,273,214,59,273,214,59,273,214,262,262,63,0.23076923076923078,0.23076923076923078,0.21978021978021978,0.2227106227106227,0.23076923076923078,0.23076923076923078
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_orphan,1,gui_candidate,173,2,171,173,2,171,173,2,2,2,1,0.005780346820809248,0.005780346820809248,0.005780346820809248,0.005780346820809248,0.005780346820809248,0.005780346820809248
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_with_linked_widget,1,gui_candidate,273,213,60,273,213,60,273,213,261,261,62,0.2271062271062271,0.2271062271062271,0.21611721611721613,0.21904761904761905,0.2271062271062271,0.2271062271062271
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,combined_actions_and_linked_widgets,1,gui_candidate,761,290,471,761,290,471,761,290,354,354,88,0.11563731931668857,0.11563731931668857,0.11005256241787122,0.11151992991677616,0.11563731931668857,0.11563731931668857
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,combined_actions_and_widgets,1,gui_candidate,787,368,419,787,368,419,787,368,447,447,114,0.144853875476493,0.144853875476493,0.13600169419737398,0.1382041507835663,0.144853875476493,0.144853875476493
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,widgets_all_resolved,1,gui_candidate,514,154,360,514,154,360,514,154,185,185,51,0.09922178988326848,0.09922178988326848,0.09150453955901426,0.09332036316472114,0.09922178988326848,0.09922178988326848
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,widgets_functional_resolved,1,gui_candidate,511,148,363,511,148,363,511,148,171,171,50,0.09784735812133072,0.09784735812133072,0.09165035877364645,0.09321591650358774,0.09784735812133072,0.09784735812133072
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,widgets_linked_resolved,1,gui_candidate,488,76,412,488,76,412,488,76,92,92,25,0.05122950819672131,0.05122950819672131,0.048668032786885244,0.049316939890710385,0.05122950819672131,0.05122950819672131
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_all,3,gui_candidate,273,214,59,273,214,59,273,214,262,262,97,0.32234432234432236,0.11843711843711842,0.31135531135531136,0.16839351125065413,0.26282051282051283,0.27045177045177043
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_orphan,3,gui_candidate,173,2,171,173,2,171,173,2,2,2,1,0.005780346820809248,0.0019267822736030828,0.005780346820809248,0.002890173410404624,0.005780346820809248,0.005780346820809248
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,actions_with_linked_widget,3,gui_candidate,273,213,60,273,213,60,273,213,261,261,96,0.31868131868131866,0.11721611721611722,0.3076923076923077,0.16656200941915228,0.2591575091575092,0.2667887667887668
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,combined_actions_and_linked_widgets,3,gui_candidate,761,290,471,761,290,471,761,290,354,354,131,0.16031537450722733,0.05738063950941743,0.1530880420499343,0.08192228271071898,0.129690465761425,0.13447218572054315
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,VSM Strict,VSM | LLMReq-Gemma3-Strict,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,all,backward,Results IR New\VSM\vsm_backward_matches_Llmreq_Gemma3.json,combined_actions_and_widgets,3,gui_candidate,787,368,419,787,368,419,787,368,447,447,159,0.1880559085133418,0.06734434561626429,0.1794578568403219,0.09590367277787863,0.15667796131582662,0.16327827191867852
